item_no,description,qty,location,plant_id
BRGMIS0080,LINEAR BEARING,2,A4F,1
BRGMIS0100,30MM LOCKNUT,6,A4F,1
BRGMIS0120,"1 1/4"" SPECIAL DOOR CAM FOLLOWER",1,A4F,1
BRGMNT0040,"2 BOLT FLANGE 5/8"" BORE",2,A3B,1
BRGMNT0060,"2 BOLT FLANGE 5/8"" BORE",1,A3B,1
BRGMNT0100,"2 BOLT FLANGE 3/4"" BORE",2,A3B,1
BRGMNT0120,"2 BOLT FLANGE 3/4"" BORE",2,A3B,1
BRGMNT0130,PILLOW BLOCK BEARING FRO CONVEYOR,4,,1
BRGMNT0180,"2 BOLT FLANGE 1"" BORE",2,A3B,1
BRGMNT0200,"2 BOLT FLANGE 1 3/16"" BORE",2,A3B,1
BRGMNT0280,2 BOLT FLANGE 40M BORE,1,A3B,1
BRGMNT0320,"2 BOLT FLANGE 2"" BORE",1,A3B,1
BRGMNT0340,"3 BOLT FLANGE 5/8"" BORE",2,A3B,1
BRGMNT0350,"3 BOLT FLANGE 3/4"" BORE - NEEDS TO BE S/S",4,,1
BRGMNT0360,"3 BOLT FLANGE 1"" BORE",1,A3C,1
BRGMNT0380,"3 BOLT FLANGE 1"" BORE",1,A3C,1
BRGMNT0460,"4 BOLT FLANGE 3/4"" BORE",2,A3C,1
BRGMNT0480,4 BOLT FLANGE 20 M BORE,2,A3C,1
BRGMNT0520,"4 BOLT FLANE 7/8"" BORE",2,A3C,1
BRGMNT0540,"4 BOLT FLANGE 1"" BORE",4,A3C,1
BRGMNT0550,"4 BOLT FLANGE 1"" BORE",2,A3C,1
BRGMNT0560,"4 BOLT FLANGE 1"" BORE",3,A3C,1
BRGMNT0580,4 BOLT FLANGE 30M BORE,1,A3C,1
BRGMNT0600,"4 BOLT FLANGE 1 3/16"" BORE",3,A3C,1
BRGMNT0620,"4 BOLT FLANGE 1 1/4"" BORE",2,A3D,1
BRGMNT0720,"4 BOLT FLANGE 1 1/2"" BORE",2,A3D,1
BRGMNT0740,"4 BOLT FLANGE 1 3/4"" BORE",2,A3D,1
BRGMNT0760,4 BOLT FLANGE 50M BORE,1,A3D,1
BRGMNT0780,"4 BOLT FLANGE 1 15/16"" BORE",1,A3E,1
BRGMNT0860,"4 BOLT FLANGE 2"" BORE",1,A3E,1
BRGMNT0880,"PILLOW BLOCK 3/4"" BORE",1,A3E,1
BRGMNT0900,"PILLOW BLOCK 3/4"" BORE",2,A3E,1
BRGMNT0940,"PILLOW BLOCK 1"" BORE",3,A3E,1
BRGMNT1040,"PILLOW BLOCK 1 1/4"" BORE",2,A3E,1
BRGMNT1100,"PILLOW BLOCK 1 1/2"" BORE",2,A3F,1
BRGMNT1120,"PILLOW BLOCK 1 7/8"" BORE",1,A3F,1
BRGMNT1160,"PILLOW BLOCK 2 1/2"" BORE",1,A3F,1
BRGMNT1180,"PILLOW BLOCK 2 1/2"" BORE",1,A3F,1
BRGMNT1185,"PILLOW BLOCK 2 BOLT 2 11/16"" BORE",2,A3G,1
BRGMNT1190,PILLOW BLOCK HOUSING with SKF TSN 510 G seals,3,A3H,1
BRGMNT1191,P2B-E-107 TYPE E-XTRA MOUNTED PILLOW BLOCKS ROLLER BEARINGS SPLIT,1,,1
BRGMNT1240,"PRESSED STEEL 3 BOLT ROUND 3/4"" BORE",1,A3G,1
BRGMNT1280,"HANGAR BEARING 1"" BORE",5,A3H,1
BRGMNT1320,"HANGAR BEARING 1 1/4"" BORE",2,A3H,1
BRGNEE0020,"3/16"" X 1"" X 1"" NEEDLE BRG",4,A4B,1
BRGNEE0040,8 X 12 X 8 NEEDLE BRG,3,A4B,1
BRGNEE0060,"5/8"" X 13/16"" X 1/2"" NEEDLE BRG",8,A4B,1
BRGNEE0080,"5/8"" X 13/16"" X 3/4"" NEEDLE BRG",2,A4B,1
BRGNEE0120,"5/8"" X 7/8"" X 1/2"" NEEDLE BRG",47,A4B,1
BRGNEE0140,"5/8"" X 1 1/8"" X 1/37"" THRUST WASHER",6,A4B,1
BRGNEE0160,"5/8"" X 1 1/8"" X .0781"" NEEDLE BRG",5,A4B,1
BRGNEE0180,"5/8"" X 1 1/2"" X 3/4"" NEEDLE BRG",2,A4B,1
BRGNEE0190,"1/2"" X 1/16"" X 1/2"" NEEDLE BEARING",4,A4B,1
BRGNEE0200,"1/2"" X 11/16"" X 7/8"" NEEDLE BRG",7,A4C,1
BRGNEE0220,"1/2"" X 3/4"" X 3/4"" NEEDLE BRG",10,A4C,1
BRGNEE0240,"3/4"" X 1"" X 3/4"" NEEDLE BRG",3,A4C,1
BRGNEE0260,"3/4"" X 1"" X 3/4"" NEEDLE BRG",7,A4C,1
BRGNEE0300,20 X 28 X 30 NEEDLE BRG,5,A4C,1
BRGNEE0320,25 X 38 X 20 NEEDLE BRG,4,A4C,1
BRGNEE0380,"1"" X 1 1/2"" X 1"" NEEDLE BRG",2,A4C,1
BRGNEE0400,"1"" X 1 1/2"" X 1"" NEEDLE BRG",2,A4C,1
BRGNEE0401,INNER RING FOR BRGNEE0400,4,A4C,1
BRGNEE0420,"1"" X 1 5/8"" X 7/8"" NEEDLE BRG   FORMAX CONNECTING ROD",1,A4D,1
BRGNEE0440,25.45 X 39.42 X .81 THRUST WASHER,3,A4D,1
BRGNEE0460,25.45 X 39.42 X 1.98 NEEDLE BRG,3,A4D,1
BRGNEE0480,28.63 X 44.2 X 1.98 NEEDLE BRG,12,A4D,1
BRGNEE0500,30 X 42 X 17 NEEDLE BRG,2,A4D,1
BRGNEE0520,"1 1/8"" X 1 3/8"" X 3/4"" NEEDLE BRG",2,A4D,1
BRGNEE0560,"1 5/16"" X 1 5/8"" X 1/2"" NEEDLE BRG",4,A4D,1
BRGNEE0580,"1 3/8"" X 2 3/16"" X 1 3/16"" NEEDLE BRG",2,A4D,1
BRGNEE0600,35 X 47 X 17 NEEDLE BRG,2,A4D,1
BRGNEE0660,40 X 47 X 20 NEEDLE BRG,4,A4E,1
BRGNEE0680,50 X 58 X 20 NEEDLE BRG,2,A4E,1
BRGNEE0681,INNER RACE FOR BRGNEE0680,2,A4E,1
BRGNEE0700,55 X 60 X 25 NEEDLE BRG,4,A4E,1
BRGNEE0720,55 X 68 X 25 NEEDLE BRG,4,A4E,1
BRGNEE0740,55 X 72 X 25 NEEDLE BRG,9,A4E,1
BRGNEE0760,60 X 68 X 20 NEEDLE BRG,5,A4E,1
BRGNEE0780,60 X 72 X 25 NEEDLE BRG,4,A4E,1
BRGPLA0040,"2 BOLT FLANGE 3/4"" BORE - OPEN PLASTIC - SAME AS BRGPLA0060",2,A2H,1
BRGPLA0060,"2 BOLT FLANGE 3/4"" BORE - CLOSED PLASTIC",2,A2H,1
BRGPLA0080,"2 BOLT FLANGE 1"" BORE - OPEN PLASTIC",2,A2H,1
BRGPLA0100,"2 BOLT FLANGE 1"" BORE - CLOSED PLASTIC",2,A2H,1
BRGPLA0110,"4 BLOT FLANGE 3/4"" BORE - CLOSED CAP",4,A2H,1
BRGPLA0115,"4 BLOT FLANGE 3/4"" BORE - OPEN CAP",3,A2H,1
BRGPLA0120,"4 BOLT FLANGE 1"" BORE - OPEN PLASTIC",4,A2I,1
BRGPLA0140,"4 BOLT FLANGE 1"" BORE - CLOSED PLASTIC",2,A2I,1
BRGPLA0160,"4 BOLT FLANGE 1 1/4"" BORE - OPEN PLASTIC",2,A2I,1
BRGPLA0180,"4 BOLT FLANGE 1 1/4"" BORE - CLOSED PLASTIC with closed cover",2,A2I,1
BRGPLA0200,"3 BOLT PILLOW BLOCK 3/4"" BORE - OPEN PLASTIC",4,A2I,1
BRGPLA0220,"3 BOLT PILLOW BLOCK 3/4"" BORE - CLOSED PLASTIC",2,A2I,1
BRGPLA0240,"3 BOLT PILLOW BLOCK 1"" BORE - OPEN PLASTIC",2,A2J,1
BRGPLA0260,"PILLOW BLOCK 1"" BORE - CLOSED  PLASTIC",2,A2J,1
BRGROD0020,"1/2"" MALE ROD END BRG ",7,A1H,1
BRGROD0040,15M FEMALE ROD END BRG,2,A1H,1
BRGSPH0020,11 X 23 SHER. ROLLER BRG,2,A1I,1
BRGSPH0040,35 X 72 SHER. ROLLER BRG   FORMAX CONNECTING ROD,6,A1I,1
BRGSPH0060,45 X 85 SHER. ROLLER BRG,2,A1I,1
BRGSPH0080,"50 X 3 1/2"" SPHER. ROLLER BRG",2,A1I,1
BRGSPH0100,80 X 120 SPHER. ROLLER BRG,3,A1I,1
BRGSPH0120,"80 X 6 1/2"" SPHER. ROLLER BRG",0,A1J,1
BRGSPH0140,"90 X 6 1/4"" SHER. ROLLER BRG",2,A1J,1
BRGSPH0160,SHER. FRICTION BRG  **RE-BORE FOR GREASE NIPPLE,9,A1J,1
BRGTHR0020,"3/4"" X 1.635"" THRUST BRG",2,A1H,1
BRGTHR0040,30M X 53M THRUST BRG,1,A1H,1
BTL0010003,48V HORN,1,,1
BTL0010004,BEARING,1,,1
BTL0010004,BEARING,2,B9B,1
BTL0010006,STEER CASTER,2,B9B,1
BTL0010010,BEARING,12,B9B,1
BTL0010011,"4"" LOAD WHEEL AXLE",6,B9B,1
BTL0010012,"3"" LOAD WHEEL - DOUBLE WHEEL FORK",0,B9B,1
BUFFER,PRE-MOISTENED NEUTRALIZING BUFFER - 100 / CS,0,,1
BUFFER,PRE-MOISTENED NEUTRALIZING BUFFER - 100 / CS,12,,1
CABLETY001,"5"" CABLE TY-RAP (METAL DETECTABLE)",333,F3B,1
CABLETY002,"11"" CABLE TY-RAP (METAL DETECTABLE)",261,F3B,1
CABLETY003,"14"" CABLE TY-RAP (METAL DETECTABLE)",325,F3B,1
CABLETY004,CABLE TIE  MOUNTS - NYLON,44,F3C,1
CABLETY005,"CABLE TIES - 7.5"" - CHECK BACK OFFICE CABINET",5969,,1
CABLETY008,"METAL CABLE TIE 5"" X .18""",98,F3C,1
CABLETY009,"METAL CABLE TIE 8"" X .18""",0,F3C,1
CABLETY010,"METAL CABLE TIE 14"" X .18""",0,F3J,1
CABLETY011,"METAL CABLE TIE 14"" X .31""",0,F3J,1
CABLETY012,"METAL CABLE TIE 20"" X .18""",0,F3J,1
CABLETY013,"METAL CABLE TIE 27"" X .18""",0,F3J,1
CABTIRE003,VUTRON 12/3 CABTIRE,152,,1
CABTIRE004,VUTRON 14/3 CABTIRE,82,F1FLR,1
CABTIRE005,VUTRON 14/4 CABTIRE,59,E8FLR,1
CASTER001,SS SWIVEL CASTER/ PLATE/URETHANE 6 x 2,0,,1
CASTERPL001,SS RIGID CASTER PLATE/URETHANE 6 x 2,100,,1
CASTERS042,6 X 2 CASTER,8,,1
CASTOR01,"6"" X 1.5"" NYLON CASTOR - RACKS (V-MAGS)",6,,1
CASTOR02,SLEEVES (V-MAGS),66,,1
CASTOR020,"WHITE NYLON WHEEL 6"" DIAMETER X 1 1/2"" WIDE X 3/4"" BORE",0,SHED,1
CASTOR03,S/S BOLT,160,,1
CASTOR04,S/S LOCKNUT,200,,1
CASTORS004,"SWIVEL BRACKET FOR 6"" CASTOR ",0,SHEDROOM,1
CASTORS006,"RIGID BRACKET FOR 6 "" CASTOR",0,SHEDROOM,1
CASTORS011,"6"" X 2"" WHITE NYLON WHEEL (RACKS)",28,SHEDROOM,1
CASTORS012,SLEEVES (COOK RACKS),42,,1
CASTORS040,S/S CASTOR - 2 X 6 WHITE NYLON RIGID ,13,,1
CASTORS041,S/S CASTOR 2 X 6 WHITE NYLON - SWIVEL ,6,,1
CCD0010001,EXTENSION SPRING,0,D3B,1
CCD0010002,LEAF PULL CAM ASSEMBLY,0,D3B,1
CCD0010003,BEARING,0,D3B,1
CCD0010004,DRIVE SHAFT,0,D3B,1
CCD0010005,DRIVE ROLL ASSEMBLY,0,D3B,1
CCD0010006,ROLLER CLUTCH BEARING,0,D3B,1
CCD0010007,DRIVE HUB,0,,1
CCD0010007,DRIVE HUB,0,D3B,1
CCD0010008,EXTENSION SPRING,0,,1
CCD0010008,EXTENSION SPRING,0,D3B,1
CCD0010010,LATCH STUD SPACER,0,,1
CCD0010010,LATCH STUD SPACER,0,D3B,1
CCD0010011,"6 MM  3/4"" X  TEFLON TAPE   - OVER RIBBON   1 ROLL = 108 FEET (BOTTOM)",108,D3C,1
CCD0010012,"10 MM   9/16"" W X 36YDS TEFLON TAPE  - TOP SEAL SEAT      1RL = 108 FT",100,D3C,1
CCD0010013,"14 MM  9/16"" W X 36 YDS TEFLON TAPE -  UNDER SEAL RIBBON      1 roll = 108  ft ",108,D3C,1
CCD0010014,TOGGLE SWITCH,2,D3C,1
CCD0010015,TOGGLE SWITCH,0,,1
CCD0010015,TOGGLE SWITCH,0,D3C,1
CCD0010016,DIAPHRAGM,0,,1
CCD0010016,DIAPHRAGM,0,D3C,1
CCD0010017,0 - RING P65 ZFUR715101006501,10,D3C,1
CCD0010018,5 WAY 2 POSITION - SPRING RETURN VALVE,2,D3C,1
CCD0010019,LOGIC ELEMENT,1,D3D,1
CCD0010020,TIMER,1,D3D,1
CCD0010021,STRIP HEATER ASSEMBLY - part number not valid,0,D3D,1
CCD0010022,O RING G65 ZFUR715102000650,10,,1
CCD0010023,WASHER SEAL M8  ZFUR71530500080H,10,C8F,1
CEILING,CEILING SQUEEGE,0,,1
CEILING,CEILING SQUEEGE,187,,1
CF10010001,"3' R7 ORANGE 3/8"" HOSE C/W 3/8"" MNP FITTINGS",0,B8E,1
CF10010002,"3' STEEL BRAIDED HOSE C/W 3/8"" S/S NPT FITTINGS",0,,1
CF10010003,KNIFE FOR CLIPPER VAC,0,B8E,1
CHA0250001,RENOLD ROLLER CHAIN # 25,20,,1
CHA0250005,RENOLD CONNECTING LINK # 25,7,NUT &RMBOLT,1
CHA0250010,RENOLD OFFSET LINK # 25,11,NUT &RMBOLT,1
CHA0350001,RENOLD ROLLER CHAIN # 35,29,NUT &RMBOLT,1
CHA0350005,RENOLD CONNECTING LINK # 35,11,NUT &RMBOLT,1
CHA0350010,RENOLD OFFSET LINK # 35,8,NUT &RMBOLT,1
CHA0350011,RENOLD ROLLER CHAIN S/S # 35,18,NUT &RMBOLT,1
CHA0350015,RENOLD CONNECTING LINK S/S # 35,7,NUT &RMBOLT,1
CHA0350020,RENOLD OFFSET LINK S/S  # 35,12,NUT &RMBOLT,1
CHA0400001,RENOLD ROLLER CHAIN # 40,13,NUT &RMBOLT,1
CHA0400005,RENOLD CONNECTING LINK # 40 (HYDRO SERVICE),5,NUT &RMBOLT,1
CHA0400010,RENOLD OFFSET LINK # 40,12,B3D,1
CHA0400011,RENOLD ROLLER CHAIN S/S # 40,20,NUT &RMBOLT,1
CHA0400015,RENOLD CONNECTING LINK S/S # 40,3,NUT &RMBOLT,1
CHA0400020,RENOLD OFFSET LINK S/S #40,4,NUT &RMBOLT,1
CHA0400041,RENOLD ROLLER CHAIN DBL ROW # 40,33,NUT &RMBOLT,1
CHA0400045,RENOLD CONNECTING LINK DBL ROW # 40,12,NUT &RMBOLT,1
CHA0400050,RENOLD OFFSET LINK DBL ROW # 40,10,NUT &RMBOLT,1
CHA0400061,TSUBAKI HOLLOW PIN CHAIN # 40,8,NUT &RMBOLT,1
CHA0400065,TSUBAKI HOLLOW PIN CONNECTING LINK # 40,3,,1
CHA0400070,TSUBAKI HOLLOW PIN OFFSET LINK # 40,7,NUT &RMBOLT,1
CHA0400071,TSUBAKI HOLLOW PIN CHAIN S/S # 40,8,NUT &RMBOLT,1
CHA0400075,TSUBAKI HOLLOW PIN CONNECTING LINK S/S # 40,10,NUT &RMBOLT,1
CHA0400080,TSUBAKI HOLLOW PIN OFFSET LINK S/S #40,2,,1
CHA0400081,TSUBAKI # 40 CHAIN C/W A1 ATTACHMENT,13,NUT &RMBOLT,1
CHA0400085,TSUBAKI # 40 CONNECTING LINK C/W A1 ATTACHMENT,13,NUT &RMBOLT,1
CHA0400087,WOODS SNAP IDLER # 40,2,NUT &RMBOLT,1
CHA0410001,RENOLD ROLLER CHAIN # 41,37,NUT &RMBOLT,1
CHA0410005,RENOLD CONNECTING LINK # 41,5,NUT &RMBOLT,1
CHA0410010,RENOLD OFFSET LINK # 41,8,NUT &RMBOLT,1
CHA0500001,RENOLD ROLLER CHAIN # 50,21,NUT &RMBOLT,1
CHA0500005,RENOLD CONNECTING LINK # 50,9,NUT &RMBOLT,1
CHA0500010,RENOLD OFFSET LINK # 50,13,NUT &RMBOLT,1
CHA0500057,SNAP IDLER # 50,2,NUT &RMBOLT,1
CHA0600001,RENOLD ROLLER CHAIN # 60 (10FT),16,NUT &RMBOLT,1
CHA0600005,RENOLD CONNECTING LINK # 60,17,NUT &RMBOLT,1
CHA0600010,RENOLD OFFSET LINK # 60,18,NUT &RMBOLT,1
CHA0600011,TSUBAKI ROLLER CHAIN S/S # 60,0,NUT &RMBOLT,1
CHA0600031,NEPTUNE  ROLLER CHAIN DBL ROW # 60,24,NUT &RMBOLT,1
CHA0600035,TSUBAKI - NEPTUNE CONNECTING LINK DBL ROW # 60,10,NUT &RMBOLT,1
CHA0600040,RENOLD OFFSET LINK DBL ROW # 60,7,NUT &RMBOLT,1
CHA0800001,RENOLD ROLLER CHAIN # 80 (HYDRO SERVICE),29,NUT &RMBOLT,1
CHA0800005,RENOLD CONNECTING LINK # 80,3,NUT &RMBOLT,1
CHA0800010,RENOLD OFFSET LINK # 80,5,NUT &RMBOLT,1
CHA0800031,RENOLD ROLLER CHAIN DBL ROW # 80,29,NUT &RMBOLT,1
CHA0800035,RENOLD CONNECTING LINK DBL ROW # 80,3,NUT &RMBOLT,1
CHA0800040,RENOLD OFFSET LINK DBL ROW # 80,12,NUT &RMBOLT,1
CHA1000011,RENOLD ROLLER CHAIN S/S # 100,20,NUT &RMBOLT,1
CHA1000015,RENOLD CONNECTING LINK S/S # 100,26,NUT &RMBOLT,1
CHA1000020,RENOLD OFFSET LINK S/S # 100,12,NUT &RMBOLT,1
CHA1200001,RENOLD ROLLER CHAIN # 120,10,NUT &RMBOLT,1
CHA1200002,CONN LINK/ROLLER LINK - MASTER LINK (LARGE THIELE,2,,1
CHA1200003,OFFSET LINK/ROLLER LINK - MASTER LINK (LARGE THIELE,7,,1
CHA1200004,ROLLER CHAIN - RS120 DOUBLE (LARGE THIELE),33,,1
CHA1200005,RENOLD CONNECTING LINK # 120,12,NUT &RMBOLT,1
CHA1200010,RENOLD OFFSET LINK # 120,8,NUT &RMBOLT,1
CHA12B,12B OFF SET LINK,29,,1
CHA160001,ROLLER CHAIN - #16B DOUBLE (SMALL THIELE),10,,1
CHA16BCL,16B-2 CONNECTING LINK ,6,B3K,1
CHA16BOSL,16B-2OL,6,B3K,1
CHA24B-1-011,24B-1/011 REN CONNECTING LINKS,3,,1
CHA24B-1-012,24B-1/012 REN - OFFSET LINK,3,,1
CHA5001,S/S # 50 CONNECTING LINK - FOR VC40 BREADER,10,,1
CHA5002,S/S # 50 OFF SET LINKS,7,,1
CHABLU0001,COOPER BLU KROME CHAIN,0,NUT &RMBOLT,1
CHABLU0010,COOPER BLU KROME S HOOK,0,NUT &RMBOLT,1
CHABRS0001,RENOLD BRITISH STD CHAIN 3/8,10,NUT &RMBOLT,1
CHABRS0005,RENOLD CONNECTING LINK BR STD 3/8,5,NUT &RMBOLT,1
CHABRS0010,RENOLD OFFSET LINK BR STD 3/8,0,NUT &RMBOLT,1
CHABRS0011,RENOLD BRITISH STD CHAIN 1/2,12,NUT &RMBOLT,1
CHABRS0015,RENOLD CONNECTING LINK BR STD 1/2,2,NUT &RMBOLT,1
CHABRS0020,"RENOLD OFFSET LINK BR STD 1/2""",6,NUT &RMBOLT,1
CHABRS0035,RENOLD CONNECTING LINK DBL ROW BR STD 1/2,28,NUT &RMBOLT,1
CHAFIX0001,#4 SASH CHAIN,0,NUT &RMBOLT,1
CHASSH0001,SASH CHAIN S/S,25,NUT &RMBOLT,1
CHO0010001,220V DIRECTIONAL VALVE,1,DD4,1
CHO0010002,SIEMENS MOTOR STARTER 22E  3tb41-17-0A  220ac COIL,2,,1
CHO0010003,PRESSURE RELIEF VALVE CARTRIDGE,1,,1
CHO0010004,VALVE ,1,,1
CHO0010005,HANDLE ABB SWITCH (400amp),1,,1
CHO0010006,U-CUP SEAL (UNLOADING CLYLINER - CHOPPER),1,,1
CHOP001,GOODYEAR V-BELT A82,14,,1
CLEANER,MEK CLEANER SOLVENT - 1 LITRE BOTTLE,0,,1
CLEANER,MEK CLEANER SOLVENT - 1 LITRE BOTTLE,117,,1
COM0010001,CUTTING HEAD ,0,B8D,1
COM0010002,IMPELLER  (3 BLADE),0,B8D,1
COM0010003,SEAL,2,B8D,1
COM0010004,COVER S/S  (SEAL),3,B8D,1
COM0010007,DIRECTIONAL VALVE (COMMITROLL),1,B8D,1
COM0010008,DOUBLE ROW BEARING FOR COMMTIROLL LIFT,4,,1
CON0010005,TOP INSIDE GUIDE WEAR STRIP,1,Ak6,1
CON0010006,BOTTOM INSIDE GUIDE WEAR STRIP,1,AK6,1
CON0010007,ALIGATOR STAINLESS BELT LACING,8,AK6,1
CON0010008,ROLLER FOR BULLNOSE,45,C1F,1
CON0010013,PVC ROLLER C/W 2 GROOVES,8,BA8,1
CONNWIRE04,MARRETTES MAR333P YELLOW WIRE CONNECTOR,1,F3C,1
CONNWIRE06,GREY WIRE CONNECTOR - 100/BOX,2,F3C,1
CONNWIRE07,BLUE WIRE CONNECTOR,2,F3C,1
CONNWIRE08,ORANGE WIRE CONNECTOR,2,F3C,1
CONNWIRE09,YELLOW WIRE CONNECTOR,1,F3C,1
CONNWIRE10,RED WIRE CONNECTOR,2,F3C,1
CONNWIRE11,BLUE WIRE CONNECTOR,1,F3C,1
CONNWIRE12,WING NUT YELLOW,3,F3D,1
CONNWIRE13,WING NUT - BLUE,,F3D,1
CONTACT01,EAU CONTACT BLOCK 704.900.3 (2 NO),2,,1
CONTACT015,"CONTACTOR, UNIVERSAL 24V 60HZ - K/M",1,F9D,1
CONTACT016,CONTACTOR 120V - K/M,3,F9D,1
CONTACT017,CONTACTOR K&M,1,F9D,1
CONTACT01A,A/B 8 POLE PORTABLE CONTACTOR,1,,1
CONTACT01B,A/B COIL 240V,1,,1
CONTACT02,EAU CONTACT BLOCK 704900.5; 1NO; 1NC,2,,1
CONTACT025,CONTACTOR 24V - P/B,1,F9D,1
CONTACT045,CONTACTOR 380V - SIEMENS,2,F9D,1
CONTACT047,CONTACTOR 10 AMP 220V COIL AC - Allen Bradley,1,F9D,1
CONTACT049,CONTACTOR 120V - SIEMENS (F-26),4,F9D,1
CONTACT050,AUXILLARY CONTACT N.C. SIEMENS,6,F9D,1
CONTACT051,AUXILLARY CONTACT N.O. SIEMENS,12,F9D,1
CONTACT055,REVERSING CONTACTOR - ALLEN BRADLEY,1,F9D,1
CONTACT056,CONTACTOR 30H 1 NO/NC 60 AMP - TELEMECANIQUE,1,F9E,1
CONTACT057,CONTACTOR SIZE 00 2 H 220V COIL - TELEMECANIQUE,1,F9E,1
CONTACT063,CONTACT BLOCK - FOOT SWITCH - TELEMEC,4,F9E,1
CONTACT064,CONTACT BLOCK TELEMECANIQUE,6,F9E,1
CONTACT066,CONTACTOR C/W 24V 60HZ COIL,2,F9E,1
CONTACT067,CONTACT BLOCK,1,F9E,1
CONTACT069,AUX CONTACT BLOCKS - FITS STARTER 052,2,F9E,1
CONTACT070,CONTACTOR 10 AMP 1 N/O AUX 120V COIL A/B,1,F9E,1
CONTACT071,CONTACTOR - A/B,1,F9E,1
CONTACT072,REVERSING CONTACTOR 24V COIL,2,F9F,1
CONTACT073,CONTACTOR MAX 24A MAX 600VAC - A/B,1,F9F,1
CONTACT074,CONTACTOR 120V60HZ/110V50HZ - A/B,2,F9F,1
CONTACT075,CONTACTOR 110V 50HZ/120V 60HZ - A/B,1,F9F,1
CONTACT076,CONTACTOR 120V 60HZ/110V 50HZ - A/B,0,F9F,1
CONTACT077,CONTACTOR - A/B,1,F9F,1
CONTACT078,CONTACTOR  120V - A/B,0,F9G,1
CONTACT079,CONTACTOR 220V 50HZ/240V 60HZ - A/B,2,F9G,1
CONTACT080,CONTACTOR 230-240V 60HZ/220V 50HZ - A/B,1,F9G,1
CONTACT083,CONTACT BLOCK  - (FOR CONTACT076) A/B,2,F9G,1
CONTACT085,CONTACTOR 240V 60HZ - A/B,2,F9G,1
CONTACT086,CONTACTOR 24V DC 4 POLE - A/B (HANDTMANN LOADER MULTIVAC),1,F9G,1
CONTACT087,CONTACTOR 240V  - A/B,2,,1
CONTACT088,AUXILIARY CONTACT,2,,1
CONTACT090,CONTACT BLOCK SQD,1,F9G,1
CONTACT100,OVERLOAD BLOCK A/B,1,F9G,1
CONTACT101,OVERLOAD BLOCK A/B,1,F9H,1
CONTACT102,contactor 18 amp 230vac coil,0,,1
CONTB01001,A/B- CONTACT BLOCK (1 N.O. - 1 N.C.),5,F9H,1
CONTB01004,CONTACT BLOCK A/B,1,F9H,1
CONTB01005,22.5MM PB LATCH MOUNT SCREW CONECTOR - N/C,6,D4H,1
CONTB01006,22.5MM PB LATCH MOUNT SCREW CONECTOR - N/O,1,D4H,1
CONTB01007,PLASTIC LATCH,2,D4H,1
COOLANT,ULTRA COOLANT (75HP AIR COMPRESSOR),0,,1
COOLANT,ULTRA COOLANT (75HP AIR COMPRESSOR),1,,1
COUHAL00016,"JAW COUPLING WITH 3/4"" BORE",2,A6G,1
COUHAL00017,"JAW COUPLING WITH 5/8"" BORE",3,A6G,1
COUHAL00018,"JAW COUPLING 3/8"" BORE",2,,1
COUHAL0030,"COUPLING HALF 3/4"" BORE",2,A6G,1
COUHAL0031,"COUPLING HALF 3/4"" BORE",2,A6G,1
COUHAL0050,"COUPLING HALF 1"" BORE",2,A6G,1
COUHAL0051,"COUPLING HALF 1"" BORE ",4,A6G,1
COUHAL0060,"COUPLING HALF 1 1/8"" BORE",2,A6G,1
COUHAL0070,"COUPLING HALF 1 3/8"" BORE",2,A6G,1
COUHAL0100,OMEGA ELEMENT (ORANGE),6,A6G,1
COUHAL0110,"COUPLING HALF 1 3/4"" BORE",3,A6J,1
COUHAL0115,COUPLING HALF 45MM BORE,2,A6J,1
COUINS0002,JAW COUPLING INSERTS,8,A6H,1
COUINS0003,LOVEJOY INSERT,4,A6H,1
COUINS0004,SPIDER,3,A6H,1
COUINS0005,LOVEJOY INSERT,4,A6H,1
COUINS0006,LOVEJOY INSERT,1,A6H,1
COUINS0007,WOODS INSERT,2,A6H,1
COUINS0009,WOODS SLEEVE,2,A6H,1
COUINS0011,WOODS SLEEVE,1,A6H,1
COUINS0012,WOODS SLEEVE,2,A6I,1
COUINS0013,WOODS SLEEVE,1,A6I,1
COUU/J0001,UNIVERSAL JOINT,5,A6I,1
COUU/J0002,LOVEJOY LOWER BOOT SET,4,A6I,1
COZ001,ELECTRIC COIL - 24 V,2,,1
COZ002,O-RINGS,100,,1
COZ003,PROX SWITCH,1,,1
COZ004,24V VALVE ,1,,1
COZ005,COZZINI - HOIST BUSHING,1,,1
COZ006,LIP SEAL - UNLOAD END,2,,1
COZ007,LIP SEAL - DRIVE END,6,,1
COZ008,SHAFT FOR THE COZZINI HOIST,2,,1
COZ009,LIMIT SWITCH BODY,2,,1
COZO10,LIMIT SWITCH HEAD,2,,1
COZO11,LID SEAL - MATERIAL ,100,,1
CRY8610001,AIR CYLINDER,1,D3E,1
CRY8610002,CUT KNIFE CYLINDER - KOGANEI DOUBLE ACTING/SPRING RETURN CYLINDER,1,D3E,1
CRY8610003,MECHANICAL VALVE ASSEMBLY,0,D3E,1
CRY8610004,MECHANICAL VALVE ASSEMBLY,2,D3E,1
CRY8610005,MULTI TURN POTENTIOMETER,2,D3F,1
CRY8610006,SLIDE - SEAL BAR,5,D3F,1
CRY8610006A,SLIDE SEAL RIBBON DBL POST,4,D3C,1
